site_year_code,transect,point,height ,species,native_status,life_history,plant_code,stature
NUWO-2012,9.0,35.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,40.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,45.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,50.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,85.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,100.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,105.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,110.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,115.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,120.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,27.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,32.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,125.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,37.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,42.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,47.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,150.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,155.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,160.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,165.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,157.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,162.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,6.0,167.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,5.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,180.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,2.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,40.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,27.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,32.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,37.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,47.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,52.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,87.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,102.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,107.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,122.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,152.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,157.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,162.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,11.0,167.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,2.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,22.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,27.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,32.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,37.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,42.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,47.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,82.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,87.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,92.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,97.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,102.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,107.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,112.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,122.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,127.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,132.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,137.0,Low,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,137.0,Medium,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,137.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,142.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,147.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,157.0,Medium,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,157.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,167.0,High,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,30.0,Low,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,9.0,125.0,Low,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,40.0,Low,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,5.0,Medium,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,40.0,Medium,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,45.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,50.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,120.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,1.0,165.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,110.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,25.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,45.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,50.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,125.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,150.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,155.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,160.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,5.0,165.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,0.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,20.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,25.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,30.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,35.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,40.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,45.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,50.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,55.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,60.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,65.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,85.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,90.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,95.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,100.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,105.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,115.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,120.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,125.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,130.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,135.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,140.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,155.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2012,13.0,165.0,SH,Cupressus macrocarpa,Exotic,Perennial,CUMA,Tree
NUWO-2010,16.0,162.0,Low,Cypress litter,Exotic,Perennial,CUMA,Tree
NMS-2012,40.0,0.0,Low,Dudleya farinosa,,,,
SUDO-2011,14.0,36.0,L,Dudleya farinosa,,,,
NMS-2012,8.0,4.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,8.0,4.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2012,52.0,0.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,52.0,0.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2012,56.0,16.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,56.0,16.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2012,56.0,20.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,56.0,20.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2012,64.0,8.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,64.0,8.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2012,68.0,16.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2012,68.0,16.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2010,76.0,12.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NMS-2010,76.0,12.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,7.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,7.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,7.0,Medium,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,7.0,Medium,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,12.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,12.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,92.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,92.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,117.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,117.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,122.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,122.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,127.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,127.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,6.0,132.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,6.0,132.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,107.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,107.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,112.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,112.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,117.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,117.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,117.0,Medium,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,117.0,Medium,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,122.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,122.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,127.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,127.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,167.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,167.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,11.0,172.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,11.0,172.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,112.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,112.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,117.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,117.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,122.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,122.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,152.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,152.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,157.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,157.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2010,16.0,157.0,Medium,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2010,16.0,157.0,Medium,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,45.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,45.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,75.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,75.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,900.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,900.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,95.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,95.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,160.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,160.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,5.0,10.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,5.0,10.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,5.0,85.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,5.0,85.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,5.0,100.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,5.0,100.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,5.0,150.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,5.0,150.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,5.0,155.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,5.0,155.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,13.0,20.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,13.0,20.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,13.0,120.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,13.0,120.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,13.0,155.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,13.0,155.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,13.0,160.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,13.0,160.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,9.0,125.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,9.0,125.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,9.0,160.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,9.0,160.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,9.0,165.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,9.0,165.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,9.0,170.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,9.0,170.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NUWO-2012,1.0,95.0,Medium,Ehrharta erecta,Exotic,Annual,EHER,Grass
NUWO-2012,1.0,95.0,Medium,Ehrharta erecta,Exotic,Perennial,EHER,Grass
EAPO-2011,40.0,12.0,L,Ehrharta erecta,Exotic,Annual,EHER,Grass
EAPO-2011,40.0,12.0,L,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,9.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,9.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,10.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,10.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,11.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,11.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,12.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,12.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,13.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,13.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,14.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,14.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2008,5.0,15.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2008,5.0,15.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,2.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,2.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,4.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,4.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,6.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,6.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,7.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,7.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,8.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,8.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,8.0,9.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,8.0,9.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,9.0,7.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,9.0,7.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,9.0,8.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,9.0,8.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,9.0,9.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,9.0,9.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,9.0,10.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,9.0,10.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,10.0,14.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,10.0,14.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,10.0,15.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,10.0,15.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDU-2009,10.0,17.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDU-2009,10.0,17.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDO-2010,60.0,37.0,Low,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDO-2010,60.0,37.0,Low,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDO-2011,35.0,15.0,L,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDO-2011,35.0,15.0,L,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDO-2012,35.0,21.0,L,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDO-2012,35.0,21.0,L,Ehrharta erecta,Exotic,Perennial,EHER,Grass
SUDO-2012,56.0,14.0,L,Ehrharta erecta,Exotic,Annual,EHER,Grass
SUDO-2012,56.0,14.0,L,Ehrharta erecta,Exotic,Perennial,EHER,Grass
NMS-2010,44.0,8.0,Low,Elymus glaucus,Native,Perennial,ELGL,Grass
NMS-2010,44.0,8.0,Low,Elymus glaucus,Native,Perennial,ELGL,Forb
NUWO-2010,1.0,52.0,Low,Elymus glaucus,Native,Perennial,ELGL,Grass
NUWO-2010,1.0,52.0,Low,Elymus glaucus,Native,Perennial,ELGL,Forb
NUWO-2010,6.0,2.0,Low,Elymus glaucus,Native,Perennial,ELGL,Grass
NUWO-2010,6.0,2.0,Low,Elymus glaucus,Native,Perennial,ELGL,Forb
NMS-2010,4.0,4.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NMS-2010,76.0,4.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NUWO-2010,1.0,17.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NUWO-2010,1.0,172.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NUWO-2012,1.0,12.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NUWO-2012,9.0,130.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
NUWO-2011,14.3,16.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,1.0,5.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,1.0,7.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,2.0,15.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,3.0,3.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,15.0,7.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,16.0,1.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,16.0,19.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2008,19.0,19.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,1.0,15.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,2.0,17.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,3.0,10.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,4.0,23.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,5.0,22.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,6.0,25.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,10.0,20.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,11.0,25.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,14.0,23.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,16.0,20.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,17.0,26.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,18.0,24.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDU-2009,20.0,31.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDO-2010,12.0,1.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDO-2010,18.0,13.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDO-2010,30.0,13.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
SUDO-2010,30.0,55.0,Low,Erigeron glaucus,Native,Perennial,ERGL,Forb
